PassengerId,Pclass,Age,SibSp,Parch,Fare,Family_size,Sex_male,Embarked_Q,Embarked_S
572,1,53.0,2,0,51.4792,2,False,False,True
573,1,36.0,0,0,26.3875,0,True,False,True
574,3,28.0,0,0,7.75,0,False,True,False
575,3,16.0,0,0,8.05,0,True,False,True
576,3,19.0,0,0,14.5,0,True,False,True
577,2,34.0,0,0,13.0,0,False,False,True
578,1,39.0,1,0,55.9,1,False,False,True
579,3,28.0,1,0,14.4583,1,False,False,False
580,3,32.0,0,0,7.925,0,True,False,True
581,2,25.0,1,1,30.0,2,False,False,True
582,1,39.0,1,1,110.8833,2,False,False,False
583,2,54.0,0,0,26.0,0,True,False,True
584,1,36.0,0,0,40.125,0,True,False,False
585,3,28.0,0,0,8.7125,0,True,False,False
586,1,18.0,0,2,79.65,2,False,False,True
587,2,47.0,0,0,15.0,0,True,False,True
588,1,60.0,1,1,79.2,2,True,False,False
589,3,22.0,0,0,8.05,0,True,False,True
590,3,28.0,0,0,8.05,0,True,False,True
591,3,35.0,0,0,7.125,0,True,False,True
592,1,52.0,1,0,78.2667,1,False,False,False
593,3,47.0,0,0,7.25,0,True,False,True
594,3,28.0,0,2,7.75,2,False,True,False
595,2,37.0,1,0,26.0,1,True,False,True
596,3,36.0,1,1,24.15,2,True,False,True
597,2,28.0,0,0,33.0,0,False,False,True
598,3,49.0,0,0,0.0,0,True,False,True
599,3,28.0,0,0,7.225,0,True,False,False
600,1,49.0,1,0,56.9292,1,True,False,False
601,2,24.0,2,1,27.0,3,False,False,True
602,3,28.0,0,0,7.8958,0,True,False,True
603,1,28.0,0,0,42.4,0,True,False,True
604,3,44.0,0,0,8.05,0,True,False,True
605,1,35.0,0,0,26.55,0,True,False,False
606,3,36.0,1,0,15.55,1,True,False,True
607,3,30.0,0,0,7.8958,0,True,False,True
608,1,27.0,0,0,30.5,0,True,False,True
609,2,22.0,1,2,41.5792,3,False,False,False
610,1,40.0,0,0,153.4625,0,False,False,True
611,3,39.0,1,5,31.275,6,False,False,True
612,3,28.0,0,0,7.05,0,True,False,True
613,3,28.0,1,0,15.5,1,False,True,False
614,3,28.0,0,0,7.75,0,True,True,False
615,3,35.0,0,0,8.05,0,True,False,True
616,2,24.0,1,2,65.0,3,False,False,True
617,3,34.0,1,1,14.4,2,True,False,True
618,3,26.0,1,0,16.1,1,False,False,True
619,2,4.0,2,1,39.0,3,False,False,True
620,2,26.0,0,0,10.5,0,True,False,True
621,3,27.0,1,0,14.4542,1,True,False,False
622,1,42.0,1,0,52.5542,1,True,False,True
623,3,20.0,1,1,15.7417,2,True,False,False
624,3,21.0,0,0,7.8542,0,True,False,True
625,3,21.0,0,0,16.1,0,True,False,True
626,1,61.0,0,0,32.3208,0,True,False,True
627,2,57.0,0,0,12.35,0,True,True,False
628,1,21.0,0,0,77.9583,0,False,False,True
629,3,26.0,0,0,7.8958,0,True,False,True
630,3,28.0,0,0,7.7333,0,True,True,False
631,1,80.0,0,0,30.0,0,True,False,True
632,3,51.0,0,0,7.0542,0,True,False,True
633,1,32.0,0,0,30.5,0,True,False,False
634,1,28.0,0,0,0.0,0,True,False,True
635,3,9.0,3,2,27.9,5,False,False,True
636,2,28.0,0,0,13.0,0,False,False,True
637,3,32.0,0,0,7.925,0,True,False,True
638,2,31.0,1,1,26.25,2,True,False,True
639,3,41.0,0,5,39.6875,5,False,False,True
640,3,28.0,1,0,16.1,1,True,False,True
641,3,20.0,0,0,7.8542,0,True,False,True
642,1,24.0,0,0,69.3,0,False,False,False
643,3,2.0,3,2,27.9,5,False,False,True
644,3,28.0,0,0,56.4958,0,True,False,True
645,3,0.75,2,1,19.2583,3,False,False,False
646,1,48.0,1,0,76.7292,1,True,False,False
647,3,19.0,0,0,7.8958,0,True,False,True
648,1,56.0,0,0,35.5,0,True,False,False
649,3,28.0,0,0,7.55,0,True,False,True
650,3,23.0,0,0,7.55,0,False,False,True
651,3,28.0,0,0,7.8958,0,True,False,True
652,2,18.0,0,1,23.0,1,False,False,True
653,3,21.0,0,0,8.4333,0,True,False,True
654,3,28.0,0,0,7.8292,0,False,True,False
655,3,18.0,0,0,6.75,0,False,True,False
656,2,24.0,2,0,73.5,2,True,False,True
657,3,28.0,0,0,7.8958,0,True,False,True
658,3,32.0,1,1,15.5,2,False,True,False
659,2,23.0,0,0,13.0,0,True,False,True
660,1,58.0,0,2,113.275,2,True,False,False
661,1,50.0,2,0,133.65,2,True,False,True
662,3,40.0,0,0,7.225,0,True,False,False
663,1,47.0,0,0,25.5875,0,True,False,True
664,3,36.0,0,0,7.4958,0,True,False,True
665,3,20.0,1,0,7.925,1,True,False,True
666,2,32.0,2,0,73.5,2,True,False,True
667,2,25.0,0,0,13.0,0,True,False,True
668,3,28.0,0,0,7.775,0,True,False,True
669,3,43.0,0,0,8.05,0,True,False,True
670,1,28.0,1,0,52.0,1,False,False,True
671,2,40.0,1,1,39.0,2,False,False,True
672,1,31.0,1,0,52.0,1,True,False,True
673,2,70.0,0,0,10.5,0,True,False,True
674,2,31.0,0,0,13.0,0,True,False,True
675,2,28.0,0,0,0.0,0,True,False,True
676,3,18.0,0,0,7.775,0,True,False,True
677,3,24.5,0,0,8.05,0,True,False,True
678,3,18.0,0,0,9.8417,0,False,False,True
679,3,43.0,1,6,46.9,7,False,False,True
680,1,36.0,0,1,512.3292,1,True,False,False
681,3,28.0,0,0,8.1375,0,False,True,False
682,1,27.0,0,0,76.7292,0,True,False,False
683,3,20.0,0,0,9.225,0,True,False,True
684,3,14.0,5,2,46.9,7,True,False,True
685,2,60.0,1,1,39.0,2,True,False,True
686,2,25.0,1,2,41.5792,3,True,False,False
687,3,14.0,4,1,39.6875,5,True,False,True
688,3,19.0,0,0,10.1708,0,True,False,True
689,3,18.0,0,0,7.7958,0,True,False,True
690,1,15.0,0,1,211.3375,1,False,False,True
691,1,31.0,1,0,57.0,1,True,False,True
692,3,4.0,0,1,13.4167,1,False,False,False
693,3,28.0,0,0,56.4958,0,True,False,True
694,3,25.0,0,0,7.225,0,True,False,False
695,1,60.0,0,0,26.55,0,True,False,True
696,2,52.0,0,0,13.5,0,True,False,True
697,3,44.0,0,0,8.05,0,True,False,True
698,3,28.0,0,0,7.7333,0,False,True,False
699,1,49.0,1,1,110.8833,2,True,False,False
700,3,42.0,0,0,7.65,0,True,False,True
701,1,18.0,1,0,227.525,1,False,False,False
702,1,35.0,0,0,26.2875,0,True,False,True
703,3,18.0,0,1,14.4542,1,False,False,False
704,3,25.0,0,0,7.7417,0,True,True,False
705,3,26.0,1,0,7.8542,1,True,False,True
706,2,39.0,0,0,26.0,0,True,False,True
707,2,45.0,0,0,13.5,0,False,False,True
708,1,42.0,0,0,26.2875,0,True,False,True
709,1,22.0,0,0,151.55,0,False,False,True
710,3,28.0,1,1,15.2458,2,True,False,False
711,1,24.0,0,0,49.5042,0,False,False,False
712,1,28.0,0,0,26.55,0,True,False,True
713,1,48.0,1,0,52.0,1,True,False,True
714,3,29.0,0,0,9.4833,0,True,False,True
715,2,52.0,0,0,13.0,0,True,False,True
716,3,19.0,0,0,7.65,0,True,False,True
717,1,38.0,0,0,227.525,0,False,False,False
718,2,27.0,0,0,10.5,0,False,False,True
719,3,28.0,0,0,15.5,0,True,True,False
720,3,33.0,0,0,7.775,0,True,False,True
721,2,6.0,0,1,33.0,1,False,False,True
722,3,17.0,1,0,7.0542,1,True,False,True
723,2,34.0,0,0,13.0,0,True,False,True
724,2,50.0,0,0,13.0,0,True,False,True
725,1,27.0,1,0,53.1,1,True,False,True
726,3,20.0,0,0,8.6625,0,True,False,True
727,2,30.0,3,0,21.0,3,False,False,True
728,3,28.0,0,0,7.7375,0,False,True,False
729,2,25.0,1,0,26.0,1,True,False,True
730,3,25.0,1,0,7.925,1,False,False,True
731,1,29.0,0,0,211.3375,0,False,False,True
732,3,11.0,0,0,18.7875,0,True,False,False
733,2,28.0,0,0,0.0,0,True,False,True
734,2,23.0,0,0,13.0,0,True,False,True
735,2,23.0,0,0,13.0,0,True,False,True
736,3,28.5,0,0,16.1,0,True,False,True
737,3,48.0,1,3,34.375,4,False,False,True
738,1,35.0,0,0,512.3292,0,True,False,False
739,3,28.0,0,0,7.8958,0,True,False,True
740,3,28.0,0,0,7.8958,0,True,False,True
741,1,28.0,0,0,30.0,0,True,False,True
742,1,36.0,1,0,78.85,1,True,False,True
743,1,21.0,2,2,262.375,4,False,False,False
744,3,24.0,1,0,16.1,1,True,False,True
745,3,31.0,0,0,7.925,0,True,False,True
746,1,70.0,1,1,71.0,2,True,False,True
747,3,16.0,1,1,20.25,2,True,False,True
748,2,30.0,0,0,13.0,0,False,False,True
749,1,19.0,1,0,53.1,1,True,False,True
750,3,31.0,0,0,7.75,0,True,True,False
751,2,4.0,1,1,23.0,2,False,False,True
752,3,6.0,0,1,12.475,1,True,False,True
753,3,33.0,0,0,9.5,0,True,False,True
754,3,23.0,0,0,7.8958,0,True,False,True
755,2,48.0,1,2,65.0,3,False,False,True
756,2,0.67,1,1,14.5,2,True,False,True
757,3,28.0,0,0,7.7958,0,True,False,True
758,2,18.0,0,0,11.5,0,True,False,True
759,3,34.0,0,0,8.05,0,True,False,True
760,1,33.0,0,0,86.5,0,False,False,True
761,3,28.0,0,0,14.5,0,True,False,True
762,3,41.0,0,0,7.125,0,True,False,True
763,3,20.0,0,0,7.2292,0,True,False,False
764,1,36.0,1,2,120.0,3,False,False,True
765,3,16.0,0,0,7.775,0,True,False,True
766,1,51.0,1,0,77.9583,1,False,False,True
767,1,28.0,0,0,39.6,0,True,False,False
768,3,30.5,0,0,7.75,0,False,True,False
769,3,28.0,1,0,24.15,1,True,True,False
770,3,32.0,0,0,8.3625,0,True,False,True
771,3,24.0,0,0,9.5,0,True,False,True
772,3,48.0,0,0,7.8542,0,True,False,True
773,2,57.0,0,0,10.5,0,False,False,True
774,3,28.0,0,0,7.225,0,True,False,False
775,2,54.0,1,3,23.0,4,False,False,True
776,3,18.0,0,0,7.75,0,True,False,True
777,3,28.0,0,0,7.75,0,True,True,False
778,3,5.0,0,0,12.475,0,False,False,True
779,3,28.0,0,0,7.7375,0,True,True,False
780,1,43.0,0,1,211.3375,1,False,False,True
781,3,13.0,0,0,7.2292,0,False,False,False
782,1,17.0,1,0,57.0,1,False,False,True
783,1,29.0,0,0,30.0,0,True,False,True
784,3,28.0,1,2,23.45,3,True,False,True
785,3,25.0,0,0,7.05,0,True,False,True
786,3,25.0,0,0,7.25,0,True,False,True
787,3,18.0,0,0,7.4958,0,False,False,True
788,3,8.0,4,1,29.125,5,True,True,False
789,3,1.0,1,2,20.575,3,True,False,True
790,1,46.0,0,0,79.2,0,True,False,False
791,3,28.0,0,0,7.75,0,True,True,False
792,2,16.0,0,0,26.0,0,True,False,True
793,3,28.0,8,2,69.55,10,False,False,True
794,1,28.0,0,0,30.6958,0,True,False,False
795,3,25.0,0,0,7.8958,0,True,False,True
796,2,39.0,0,0,13.0,0,True,False,True
797,1,49.0,0,0,25.9292,0,False,False,True
798,3,31.0,0,0,8.6833,0,False,False,True
799,3,30.0,0,0,7.2292,0,True,False,False
800,3,30.0,1,1,24.15,2,False,False,True
801,2,34.0,0,0,13.0,0,True,False,True
802,2,31.0,1,1,26.25,2,False,False,True
803,1,11.0,1,2,120.0,3,True,False,True
804,3,0.42,0,1,8.5167,1,True,False,False
805,3,27.0,0,0,6.975,0,True,False,True
806,3,31.0,0,0,7.775,0,True,False,True
807,1,39.0,0,0,0.0,0,True,False,True
808,3,18.0,0,0,7.775,0,False,False,True
809,2,39.0,0,0,13.0,0,True,False,True
810,1,33.0,1,0,53.1,1,False,False,True
811,3,26.0,0,0,7.8875,0,True,False,True
812,3,39.0,0,0,24.15,0,True,False,True
813,2,35.0,0,0,10.5,0,True,False,True
814,3,6.0,4,2,31.275,6,False,False,True
815,3,30.5,0,0,8.05,0,True,False,True
816,1,28.0,0,0,0.0,0,True,False,True
817,3,23.0,0,0,7.925,0,False,False,True
818,2,31.0,1,1,37.0042,2,True,False,False
819,3,43.0,0,0,6.45,0,True,False,True
820,3,10.0,3,2,27.9,5,True,False,True
821,1,52.0,1,1,93.5,2,False,False,True
822,3,27.0,0,0,8.6625,0,True,False,True
823,1,38.0,0,0,0.0,0,True,False,True
824,3,27.0,0,1,12.475,1,False,False,True
825,3,2.0,4,1,39.6875,5,True,False,True
826,3,28.0,0,0,6.95,0,True,True,False
827,3,28.0,0,0,56.4958,0,True,False,True
828,2,1.0,0,2,37.0042,2,True,False,False
829,3,28.0,0,0,7.75,0,True,True,False
830,1,62.0,0,0,80.0,0,False,False,True
831,3,15.0,1,0,14.4542,1,False,False,False
832,2,0.83,1,1,18.75,2,True,False,True
833,3,28.0,0,0,7.2292,0,True,False,False
834,3,23.0,0,0,7.8542,0,True,False,True
835,3,18.0,0,0,8.3,0,True,False,True
836,1,39.0,1,1,83.1583,2,False,False,False
837,3,21.0,0,0,8.6625,0,True,False,True
838,3,28.0,0,0,8.05,0,True,False,True
839,3,32.0,0,0,56.4958,0,True,False,True
840,1,28.0,0,0,29.7,0,True,False,False
841,3,20.0,0,0,7.925,0,True,False,True
842,2,16.0,0,0,10.5,0,True,False,True
843,1,30.0,0,0,31.0,0,False,False,False
844,3,34.5,0,0,6.4375,0,True,False,False
845,3,17.0,0,0,8.6625,0,True,False,True
846,3,42.0,0,0,7.55,0,True,False,True
847,3,28.0,8,2,69.55,10,True,False,True
848,3,35.0,0,0,7.8958,0,True,False,False
849,2,28.0,0,1,33.0,1,True,False,True
850,1,28.0,1,0,89.1042,1,False,False,False
851,3,4.0,4,2,31.275,6,True,False,True
852,3,74.0,0,0,7.775,0,True,False,True
853,3,9.0,1,1,15.2458,2,False,False,False
854,1,16.0,0,1,39.4,1,False,False,True
855,2,44.0,1,0,26.0,1,False,False,True
856,3,18.0,0,1,9.35,1,False,False,True
857,1,45.0,1,1,164.8667,2,False,False,True
858,1,51.0,0,0,26.55,0,True,False,True
859,3,24.0,0,3,19.2583,3,False,False,False
860,3,28.0,0,0,7.2292,0,True,False,False
861,3,41.0,2,0,14.1083,2,True,False,True
862,2,21.0,1,0,11.5,1,True,False,True
863,1,48.0,0,0,25.9292,0,False,False,True
864,3,28.0,8,2,69.55,10,False,False,True
865,2,24.0,0,0,13.0,0,True,False,True
866,2,42.0,0,0,13.0,0,False,False,True
867,2,27.0,1,0,13.8583,1,False,False,False
868,1,31.0,0,0,50.4958,0,True,False,True
869,3,28.0,0,0,9.5,0,True,False,True
870,3,4.0,1,1,11.1333,2,True,False,True
871,3,26.0,0,0,7.8958,0,True,False,True
872,1,47.0,1,1,52.5542,2,False,False,True
873,1,33.0,0,0,5.0,0,True,False,True
874,3,47.0,0,0,9.0,0,True,False,True
875,2,28.0,1,0,24.0,1,False,False,False
876,3,15.0,0,0,7.225,0,False,False,False
877,3,20.0,0,0,9.8458,0,True,False,True
878,3,19.0,0,0,7.8958,0,True,False,True
879,3,28.0,0,0,7.8958,0,True,False,True
880,1,56.0,0,1,83.1583,1,False,False,False
881,2,25.0,0,1,26.0,1,False,False,True
882,3,33.0,0,0,7.8958,0,True,False,True
883,3,22.0,0,0,10.5167,0,False,False,True
884,2,28.0,0,0,10.5,0,True,False,True
885,3,25.0,0,0,7.05,0,True,False,True
886,3,39.0,0,5,29.125,5,False,True,False
887,2,27.0,0,0,13.0,0,True,False,True
888,1,19.0,0,0,30.0,0,False,False,True
889,3,28.0,1,2,23.45,3,False,False,True
890,1,26.0,0,0,30.0,0,True,False,False
891,3,32.0,0,0,7.75,0,True,True,False
